TowNum|Tow_Firm|Tow_Firm_Address|Tow_Firm_Phone|Vehicle_State|Vehicle_Plate|Vehicle_Year|Make|Model|Color|Tow_From_Address|Date|Time|geom
323733|||860-246-7771|CT|AB75654|1998|FORD|ESCORT|RED|221 LAUREL ST|6232016|1614|(41.7656436021165, -72.6973701404513)
323735|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|7C8632|1999|FORD|RANGER|RED|CAPITOL AV & SISSON AV|6232016|1649|(41.7607416415819, -72.7065511993273)
323737|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|||1999|VOLKSWAGON|JETTA|GRY|MAIN ST & NELSON ST|6232016|1705|(41.7868985442317, -72.6737189719105)
323736|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|7SEVEN7|2003|PONTIAC|BONEVILLE|GRY|CAPITOL AV & SISSON AV|6232016|1652|(41.7607416415819, -72.7065511993273)
323734|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|832UBC|2013|HONDA|ACCORD|GRY|ASHFORD ST & MAIN ST|6232016|1618|(41.7989872227794, -72.6622268940304)
323738|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|6ABEF7|1991|DODGE|SPIRIT|RED|57 MAY ST|6232016|1717|(41.7754571522488, -72.6938259269983)
323741|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|AC57796|2005|CHEVY|COLORADO|GRY|CAPEN ST & GARDEN ST|6232016|1951|(41.7860466472036, -72.6828213886412)
323742|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|AC78628|2010|NISS|MAXIMA|WHITE|CAPEN ST & GARDEN ST|6232016|1952|(41.7860466472036, -72.6828213886412)
323739|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|9AFHK9|2015|HYUNDAI|SONATA|BLUE|CAPEN ST & GARDEN ST|6232016|1920|(41.7860466472036, -72.6828213886412)
323743|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|||0|KAWASAKI|85CC|GRN|137 BEDFORD ST|6232016|2019|(41.7796113929899, -72.6841088511631)
323744|||860-296-8588|VA|VMT4513|2010|CHEVY|SUBURBAN|WHITE|265 WASHINGTON ST|6232016|2039|(41.7541829414637, -72.6831678425595)
323745|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|AE82585|2002|HONDA|ACCORD|SILVER|CAPEN ST & GARDEN ST|6232016|2139|(41.7860466472036, -72.6828213886412)
323750|||860-947-3062|CT|NA|1998|FORD|ESCORT|GREEN|98 MOUNTFORD ST|6242016|21|(41.7420337487693, -72.6878142310589)
323751|||860-947-3062|FL|72F588|2004|BMW|325XL|SILVER|600 ASYLUM AV|6242016|54|(41.7685380296298, -72.6844749687665)
323752|||860-947-3062|CT|1ANMF8|2007|LEXUS|GS350|GREY|105 SHERBROOKE AV|6242016|200|(41.739979800182, -72.6986720051452)
323753|||860-947-3062|CT|0AGXH8|2001|VOLVO|V70|TAN|108 SHERBROOKE AV|6242016|206|(41.7416432724961, -72.6988387977662)
323754|||860-947-3062|CT|2ADVR7|2009|NISSAN|ALTIMA|WHITE|100 MAPLE AV|6242016|428|(41.753360010997, -72.6774165188828)
323755|||860-947-3062|CT|AA23392|2013|NISSAN|ALTIMA|RED|34 FOREST ST|6242016|444|(41.7642018307172, -72.7001272136022)
323759|||860-947-3062|CT|961WEV|2002|ACURA|3.2CC TYPE|SILVER|385 BARBOUR ST|6242016|555|(41.7960321530459, -72.6775190539465)
323760|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|||1997|HONDA|ACCORD|TAN|175 WILSON ST|6242016|849|(41.749423785098, -72.702064280502)
323763|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|9ASWL3|2013|HYUNDAI|ELANTRA|BROWN|330 LAUREL ST|6242016|925|(41.768214299609, -72.6971279109509)
323761|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|551ZZA|1993|HONDA|ACCORD|RED|77 MOUNTFORD ST|6242016|852|(41.7417888048872, -72.6868253947091)
323749|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|2AVHE3|1995|NISSAN|MAXIMA|RED|565 WINDSOR ST|6232016|2258|(41.7817154558437, -72.6717648966727)
323746|||860-947-3062|CT|AD36959|2001|INFINITI|I30|TAN|48 ALDEN ST|6232016|2230|(41.7516417523523, -72.6763881845848)
323762|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|3AXGK4|1998|HONDA|ACCORD|GRAY|104 ENFIELD ST|6242016|915|(41.7840137231855, -72.6845046829441)
323764|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|C021705|2001|FORD|F150|GOLD|102 ENFIELD ST|6242016|933|(41.783955472966, -72.6845247247032)
323765|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|0AWJW6|2013|NISSAN|SENTRA|BLACK|7 MAY ST|6242016|1109|(41.7737565060552, -72.6944044287543)
323766|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|8AGNF3|2000|MAZDA|626|TAN|71 WEST SERVICE RD|6242016|1113|(41.7858123012767, -72.6605965472901)
323768|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||2005|HONDA|ODYSSEY|WHITE|71 WEST SERVICE RD|6242016|1118|(41.7858123012767, -72.6605965472901)
323771|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|||1998|CADILLAC|SEVILLE|WHI|910 WEST BLVD|6242016|1224|(41.7616614726929, -72.710293816554)
323769|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|4ASNJ6|1992|LEXUS|LS400|TAN|48 MORNINGSIDE ST WEST|6242016|1143|(41.8069791382263, -72.6979863998242)
323770|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|AC63436|2003|NISSAN|ALTIMA|SILVER|84 FOREST ST|6242016|1205|(41.7673966419569, -72.6996399718106)
323773|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|AE65377|2016|FIAT|500X|GRY|CHARTER OAK AV & POPIELUSZKO CT|6242016|1410|(41.7591309914859, -72.6718700284561)
323776|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|NONE|2003|MAZDA|6|GRAY|220 CAPEN ST|6242016|1415|(41.7862516020352, -72.6829992177795)
323774|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|AC47581|2001|DODGE|NEON|BLUE|299 WETHERSFIELD AV|6242016|1200|(41.7476466393591, -72.6735841105989)
323775|||860-296-2826|CT|1AUWU6|1999|PONTIAC|GRAND PRIX|GREEN|675 WETHERSFIELD AV|6242016|1430|(41.7373750150621, -72.6715706669154)
323777|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|||1989|BMW|325I|WHITE|COLTS PK-WAWARME GATE|6242016|1545|
323779|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|||2000|JEEP|GRAND CHER|TAN|408 FRANKLIN AV|6242016|1728|(41.7385582052814, -72.6752725041211)
323782|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|592HFD|2011|FORD|CROWN VIC|BLU/WHT|KIBBE ST & NEW PARK AV|6242016|1836|(41.7534066293931, -72.7087116606579)
323781|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|AB32195|2002|FORD|ECONOLINE|WHITE|539 ZION ST|6242016|1810|(41.7559000633113, -72.6925350591875)
323780|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|5AJRD2|2003|DODGE|DURANGO|BLUE|30 BOND ST|6242016|1742|(41.7447039784505, -72.6745865003765)
323786|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|9ANBT4|2008|HUMMER|H3|BLK|10 WHITE ST|6242016|2016|(41.7366701073269, -72.68650236451)
323785|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|||1997|NISS|MAX|GRN|CLEVELAND AV & MAIN ST|6242016|2008|(41.793603174952, -72.6656388385436)
323787|||860-293-2442|CT|AD38301|2006|DODGE|CHARGER RT|BLUE|420 BELLEVUE ST|6242016|1940|(41.7823856808778, -72.6733719084514)
323790|||860-293-2442|CT|4ADXU2|2005|BMW|525I|WHITE|152 COLLINS ST|6242016|2000|(41.7729238051131, -72.6892714384581)
323789|||860-293-2442|CT|AB32632|2005|NISSAN|ALTIMA|GRAY|265 WASHINGTON ST|6242016|2035|(41.7541829414637, -72.6831678425595)
323788|||860-293-2442|MA|3XH414|2014|TOYOTA|COROLLA|RED|210 FARMINGTON AV|6242016|2105|(41.7683185211328, -72.6947135732866)
323793|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|6870TE|2004|NISSAN|MAXIMA|SILVER|WALNUT ST & HIGH ST|6252016|217|(41.7713840108172, -72.6786603594195)
323791|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|AD60651|2007|HONDA|ACCORD|GRAY|MORGAN ST & CONNECTOR RD|6252016|134|(41.7693366069863, -72.6698966968475)
323859|||860-233-7079|CT|AF17875|2016|CHEVROLET|MALIBU|BLUE|682 WETHERSFIELD AV|6272016|312|(41.7373991320004, -72.6708782300382)
323858|||860-233-7079|||2000|BUICK|CENTURY|WHITE|503 NEW BRITAIN AV|6272016|307|(41.7376515014108, -72.6987082937865)
323772|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|||2000|FORD|EXPLORER|BLU|473 GARDEN ST|6242016|1308|(41.7825365909173, -72.6841608316084)
323783|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|AD18322|2004|FORD|FOCUS|GRN|300 WETHERSFIELD AV|6242016|1904|(41.7476142601507, -72.6729791322505)
323784|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|6APWK3|2015|HYND|SONOTA|BLUE|223 PARK TER|6242016|1935|(41.7560638668936, -72.6940674055303)
323795|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|AD26464|2011|HONDA|ACCORD|GRAY|ALBANY AV & MAIN ST|6252016|236|(41.7733477424858, -72.677050593626)
323794|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|AD59757|1997|CHRYSTLER|CONCORD|GREEN|1250 MAIN ST|6252016|230|(41.7714706049892, -72.6752022036039)
323792|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|AB74650|1996|HONDA|ACCORD|GOLD|231 ASHLEY ST|6252016|203|(41.7755722752006, -72.6974479183244)
323803|||860-246-6871|||2002|JAGUAR|XTYPE|WHITE|104 WESTLAND ST|6252016|858|(41.7904792519439, -72.6769453166432)
323811|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|TN|U5376Y|2005|TOYOTA|COROLLA|SILVER|721 PARK ST|6252016|1735|(41.7579594648543, -72.6890763550684)
323824|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|4AJRL8|2002|MERCURY|VILLAGER|BLU/GRY|MADISON ST & WASHINGTON ST|6262016|19|(41.7545623073766, -72.6827344831343)
323823|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|AD64995|2000|NISSAN|MAXIMA|GRY|MADISON ST & WASHINGTON ST|6262016|18|(41.7545623073766, -72.6827344831343)
323825|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|AD37676|2005|ACURA|MDX|TAN|GDWN PK-VICTORIA ST GATE|6262016|23|
323862|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|AD45068|2010|BMW|535XI|BLUE|1 WESTON ST|6272016|925|(41.7834063598568, -72.6648562768038)
323871|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||2001|HONDA|ACCORD EX|GRAY|12 CONGRESS ST|6272016|1607|(41.7548933253595, -72.6760124597015)
323965|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|0ADTS9|2007|JEEP|GRAND CHER|RED|65 HUGHES ST|6302016|810|(41.7423120264551, -72.6973086472981)
323796|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|AD58210|2016|CHRYSTLER|300|BLACK|539 FLATBUSH AV|6252016|322|(41.7419155407203, -72.7139297317032)
323797|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|MA|1887ND|2007|HYUNDAI|SANTA FE|WHITE|539 FLATBUSH AV|6252016|333|(41.7419155407203, -72.7139297317032)
323798|||860-246-6871|CT|453WON|2012|TOYOTA|CAMRY|GRAY|2995 MAIN ST|6252016|741|(41.7934274204079, -72.666951653936)
323801|||860-246-6871|CT|218XXZ|2004|TOYOTA|CAMRY|GRAY|840 WETHERSFIELD AV|6252016|822|(41.7331091904399, -72.6698439027106)
323799|||860-246-6871|CT|AB51851|2014|NISSAN|SENTRA|BLUE|105 SHERBROOKE AV|6252016|749|(41.739979800182, -72.6986720051452)
323807|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|AC48920|2016|NISSAN|MAXIMA|BLACK|597 BLUE HILLS AV|6252016|1043|(41.8032688519532, -72.6956464479146)
323810|||860-246-7771|NC|DMR6799|2016|HYUNDAI|SONATA|BROWN|338 ASYLUM ST|6252016|1410|(41.7677480458155, -72.6792207188607)
323809|||860-246-7771|CT|9ARTW6|2013|HYUNDAI|SONATA|BLUE|338 ASYLUM ST|6252016|1401|(41.7677480458155, -72.6792207188607)
323806|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|||2016|HUSQVARA|CYL|BLU/WHI|597 BLUE HILLS AV|6252016|1012|(41.8032688519532, -72.6956464479146)
323808|||860-246-7771|CT|AA46896|2007|HYUNDIA|ELENTRA|BLUE|169 SIGOURNEY ST|6252016|1327|(41.7711735909407, -72.693655444983)
323812|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|NY|HHA5206|2016|JEEP|COMPASS|GRY|99 WEBSTER ST|6252016|1939|(41.7465492272608, -72.6833816313616)
323816|INTERNATIONAL TOWING COMPANY|16,SOUTH ST,WEST HARTFORD,CT,99999|860-953-1675|CT|8AVWT4|1999|HONDA|ACCORD LX|GREEN|100 WESTON ST|6252016|2022|(41.7881552066418, -72.6619766083899)
323813|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|3AHKJ9|1997|JEEP|GR. CHEROK|GRY|45 BARBOUR ST|6252016|2003|(41.7864322505962, -72.6798031705176)
323817|||860-953-1675|CT|847TKM|2005|TOYOTA|SCION|BLUE|90 WESTON ST|6252016|2150|(41.7872336264844, -72.663068523772)
323815|||860-296-2826|CT|999XOH|2006|HONDA|ACCORD|GRAY|1000 MAIN ST|6252016|2016|(41.7690386430371, -72.6727834627171)
323814|CROSS COUNTRY TOWING|100 AIRPORT RD. HARTFORD, CT. 06114|860-296-2826|CT|8AGNL1|1999|HONDA|ODYSSEY|GRAY|270 PARK TER|6252016|2009|(41.7543180105189, -72.6943249274222)
323820|||860-947-3062|DE|PC499088|2010|TOYOTA|RAV4|RED|105 SHERBROOKE AV|6252016|2318|(41.739979800182, -72.6986720051452)
323821|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|AD12050|1997|OLDSMOBILE|AURORA|SILVER|390 GARDEN ST|6252016|2320|(41.779705236678, -72.6847657983414)
323822|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|3AMGE3|2014|NISSAN|ALTIMA|RED|390 GARDEN ST|6252016|2335|(41.779705236678, -72.6847657983414)
323818|||860-953-1675|KY|102TPJ|2012|HONDA|CIVIC|SILVER|90 WESTON ST|6252016|2157|(41.7872336264844, -72.663068523772)
323819|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|6ALUB6|2005|NISSAN|ALTIMA|GRAY|231 TOWER AV|6252016|2208|(41.7979895485619, -72.6736446795217)
323836|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||1996|BMW|328I|BLK|65 HARWICH ST|6262016|900|(41.7401169059221, -72.6899748374787)
323827|||860-953-1675|MA|797YN31N|2008|NISSAN|ALTIMA|GRAY|2995 MAIN ST|6262016|217|(41.7934274204079, -72.666951653936)
323826|INTERNATIONAL TOWING COMPANY|16,SOUTH ST,WEST HARTFORD,CT,99999|860-953-1675|CT|REOBRO|1993|GMC|SIERRA K25|WHITE/BLUE|100 WESTON ST|6262016|214|(41.7881552066418, -72.6619766083899)
323830|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|429ZLP|2013|TOYOTA|CAMRY|GRY|690 ASYLUM AV|6262016|306|(41.769120964167, -72.6871837504462)
323834|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|1AJMV5|2007|MITSBUISHI|OUTLANDER|BLU|HENDRICXSEN AV & MASSEEK ST|6262016|624|(41.7531039147347, -72.6640865604479)
323831|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|553SRJ|2008|HYUNDAI|ELANTRA|GRY|FLATBUSH AV & HILLSIDE AV|6262016|346|(41.7443061247023, -72.6983177269336)
323832|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|ME|3787UQ|2001|VOLKSWAGON|JETTA|BLU|STONINGTON ST & WETHERSFIELD AV|6262016|445|(41.7546141203731, -72.6748093640618)
323833|||860-296-8588|CT|3ARVS8|2013|MAZDA|CX-5|RED|2027 PARK ST|6262016|607|(41.755891113877, -72.7128037588679)
323829|||860-953-1675|CT|AC26018|2005|PONTIAC|GRAND PRIX|RED|1429 PARK ST|6262016|222|(41.7573887074393, -72.7023130265846)
323828|||860-953-1675|FL|AFHN54|2016|HYUNDAI|ELANTRA|RED|1429 PARK ST|6262016|219|(41.7573887074393, -72.7023130265846)
323835|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|IN|XIB433|2004|FORD|ESCAPE|WHI|BROAD ST & COLONIAL ST|6262016|652|(41.7482678910122, -72.6871522781992)
323838|||860-296-1518|AC|57066|2004|CHEVY|MALIBU|BLACK|101 VINE ST|6262016|1053|(41.7825890463521, -72.6885647421072)
323839|||860-296-1518|NC|CCJ3617|2010|HONDA|CIVIC|WHITE|967 ASYLUM AV|6262016|1057|(41.7709161328927, -72.697277210001)
323837|||860-296-1518|CT|8AUDC7|2007|KIA|SEDONA|BLACK|105 SHERBROOKE AV|6262016|1048|(41.739979800182, -72.6986720051452)
323843|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|4AVNF8|2007|LEXUS|GS 350|BLUE|899 GARDEN ST|6262016|1512|(41.7967196890456, -72.6796778398887)
323841|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|9AGAT3|2006|INFINITI|FX35|BLK|31 ENFIELD ST|6262016|1453|(41.7817132044819, -72.6859204225614)
323842|||860-233-7079|CT|0AXBJ5|2012|INFINITI|G37|BLACK|190 SIGOURNEY ST|6262016|1503|(41.7722318254738, -72.692905396858)
323840|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||2006|BMW|330|GRY|2621 MAIN ST|6262016|1407|(41.7900698705448, -72.6724144301917)
323845|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|||2006|CHEVY|MALIBU|BLUE|550 GARDEN ST|6262016|1557|(41.7849930112666, -72.6829717398125)
323847|||860-246-7771|NJ|F39ESF|2015|NISSAN|VERSA|GRAY|299 WASHINGTON ST|6262016|1631|(41.752984954341, -72.6832188846478)
323850|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|AC47655|2011|INFINITI|M37|SILVER|BROAD ST & FARMINGTON AV|6262016|2108|(41.7681518021523, -72.6860778409182)
323852|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||2009|AUDI|Q7|GRAY|152 STONINGTON ST|6262016|2134|(41.7546119893757, -72.6679854376899)
323853|||860-296-1518|CT|7AALH5|2000|JEEP|WRANGLER|GREEN|330 LEDYARD ST|6262016|2202|(41.7382781374039, -72.6683693091944)
323851|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|1AUSN3|2008|FORD|EDGE|WHITE|BROAD ST & FARMINGTON AV|6262016|2108|(41.7681518021523, -72.6860778409182)
323854|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|ME|2408UW|2001|AUDI|A6|WHITE|52 BERKELEY DR|6262016|2254|(41.8049502996985, -72.7082205884482)
323855|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|AA24885|1999|PONTIAC|MONTANA|GRY|69 BABCOCK ST|6262016|2338|(41.7618408940055, -72.6893913609452)
323857|||860-233-7079|CT|AD45374|1995|TOYOTA|CAMRY|WHITE|503 NEW BRITAIN AV|6272016|204|(41.7376515014108, -72.6987082937865)
323856|||860-233-7079|CT|AB45015|2002|LINCOLN|LS|BLACK|183 SIGOURNEY ST|6272016|202|(41.7719362339767, -72.6934508121814)
323861|||860-233-7079|CT|779YPB|2011|TOYOTA|COROLLA|BLACK|105 SHERBROOKE AV|6272016|609|(41.739979800182, -72.6986720051452)
323864|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|AD12824|2002|NISS|MAX|GRY|507 GARDEN ST|6272016|956|(41.7837060696949, -72.6837949661013)
323863|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|||2003|HONDA|CIVIC|GRY|159 ZION ST|6272016|934|(41.745542309767, -72.6942837043897)
323865|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|AC36391|2011|NISS|ALTIMA|GRY|MANCHESTER ST & PALM ST|6272016|1027|(41.7992640717403, -72.7012586584374)
323866|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|AD35914|2016|JEEP|CHEROKEE|TAN|176 GRANDVIEW TER|6272016|1034|(41.7377519870636, -72.691478553487)
323868|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|AB60500|1999|OLDS|AURORA|BRO|ANN UCCELLO ST & CHAPEL ST NORTH|6272016|1257|(41.7709856266021, -72.677404858463)
323869|||860-296-1518|CT|1ANVU5|2013|HYUNDAI|ELANTRA|RED|1654 MAIN ST|6272016|1340|(41.7776735545286, -72.673763139288)
323870|||860-296-1518|CT|AB94288|1999|HONDA|ACCORD|GREEN|814 ASYLUM AV|6272016|1359|(41.769785133336, -72.6916813962629)
323874|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|3AWJF4|2012|NISSAN|PATHFINDER|WHITE|1402 ALBANY AV|6272016|1704|(41.7835509076726, -72.6996698872513)
323876|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|T5537T|2007|CHEVROLET|IMPALA POL|WHITE|1402 ALBANY AV|6272016|1708|(41.7835509076726, -72.6996698872513)
323872|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|528UUN|2012|HONDA|CIVIC LX|GRAY|1049 ASYLUM AV|6272016|1652|(41.771887023395, -72.6999142762826)
323873|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|116EAA|2012|FORD|FOCUS SE|RED|1049 ASYLUM AV|6272016|1656|(41.771887023395, -72.6999142762826)
323875|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|4AVTH0|2007|INFINITI|M35 SEDAN|BLUE|1402 ALBANY AV|6272016|1707|(41.7835509076726, -72.6996698872513)
324030|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|473ULL|2003|TOYOTA|HIGHLANDER|GRAY|ALBANY AV & GARDEN ST|7022016|30|(41.7778896840495, -72.6855875473166)
324029|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|2ASNE5|2005|NISSAN|MAXIMA SE/|BLUE|28 EAST MORNINGSIDE ST|7022016|9|(41.8070292215877, -72.6942795351862)
324031|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|3AWJV4|2004|MERCEDES|E320 4MATI|BLUE|ALBANY AV & GARDEN ST|7022016|30|(41.7778896840495, -72.6855875473166)
324032|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|AA24281|2001|NISSAN|MAXIMA|GRAY|EAST ELLIOTT ST & LEDYARD ST|7022016|50|(41.7468077372483, -72.6706886189245)
324055|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|AD65285|2003|ACURA|3.2 TL|GRAY|HILLSIDE AV & LINNMOORE ST|7022016|2014|(41.7326716601374, -72.6964944343615)
324054|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|9CY198|1999|GMC|K2500 SUBU|RED+GRAY|KENEY PK-WINDSOR AV GATE|7022016|2010|
324057|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|4AWVD1|2001|ACURA|CL|WHITE|63 ENFIELD ST|7022016|2036|(41.7828116539252, -72.6855302820961)
324056|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|||1993|HONDA|ACCORD LX|GREEN|BLUE HILLS AV & BRANFORD ST|7022016|2025|(41.7984150417943, -72.6956616138447)
324058|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|||1999|TOYOTA|CAMRY|TAN|39 BOND ST|7022016|2049|(41.7444626497136, -72.6749995095356)
